subject_id,timestamp,block_num,hand_condition,bpm,event
F102,1613082043.540287,0,right,80,start
F102,1613082044.212802,0,right,80,tap_prompted
F102,1613082044.313175,0,right,80,tap_missed
F102,1613082044.948674,0,right,80,tap_prompted
F102,1613082045.048958,0,right,80,tap_missed
F102,1613082045.698349,0,right,80,tap_prompted
F102,1613082045.798592,0,right,80,tap_missed
F102,1613082046.448297,0,right,80,tap_prompted
F102,1613082046.5486028,0,right,80,tap_missed
F102,1613082047.198559,0,right,80,tap_prompted
F102,1613082047.2972171,0,right,80,tap_registered
F102,1613082047.9489238,0,right,80,tap_prompted
F102,1613082048.0226371,0,right,80,tap_registered
F102,1613082048.701813,0,right,80,tap_prompted
F102,1613082048.8020449,0,right,80,tap_missed
F102,1613082049.4515479,0,right,80,tap_prompted
F102,1613082049.551819,0,right,80,tap_missed
F102,1613082050.202472,0,right,80,tap_prompted
F102,1613082050.302728,0,right,80,tap_missed
F102,1613082050.952611,0,right,80,tap_prompted
F102,1613082051.052877,0,right,80,tap_missed
F102,1613082051.7023911,0,right,80,tap_prompted
F102,1613082051.7105541,0,right,80,tap_registered
F102,1613082052.452919,0,right,80,tap_prompted
F102,1613082052.459033,0,right,80,tap_registered
F102,1613082053.2028039,0,right,80,tap_prompted
F102,1613082053.208083,0,right,80,tap_registered
F102,1613082053.955123,0,right,80,tap_prompted
F102,1613082054.055389,0,right,80,tap_missed
F102,1613082054.705446,0,right,80,tap_prompted
F102,1613082054.7423701,0,right,80,tap_registered
F102,1613082055.455374,0,right,80,tap_prompted
F102,1613082055.5556061,0,right,80,tap_missed
F102,1613082056.20595,0,right,80,tap_prompted
F102,1613082056.306184,0,right,80,tap_missed
F102,1613082056.9561431,0,right,80,tap_prompted
F102,1613082057.056382,0,right,80,tap_missed
F102,1613082057.7058408,0,right,80,tap_prompted
F102,1613082057.806106,0,right,80,tap_missed
F102,1613082058.458449,0,right,80,tap_prompted
F102,1613082058.558719,0,right,80,tap_missed
F102,1613082058.575666,0,right,80,end
F102,1613082068.898567,1,right,80,start
F102,1613082069.5614898,1,right,80,tap_prompted
F102,1613082069.6618571,1,right,80,tap_missed
F102,1613082070.310049,1,right,80,tap_prompted
F102,1613082070.368412,1,right,80,tap_registered
F102,1613082071.060448,1,right,80,tap_prompted
F102,1613082071.103389,1,right,80,tap_registered
F102,1613082071.810377,1,right,80,tap_prompted
F102,1613082071.871295,1,right,80,tap_registered
F102,1613082072.560229,1,right,80,tap_prompted
F102,1613082072.660469,1,right,80,tap_missed
F102,1613082073.309847,1,right,80,tap_prompted
F102,1613082073.410094,1,right,80,tap_missed
F102,1613082074.059745,1,right,80,tap_prompted
F102,1613082074.16001,1,right,80,tap_missed
F102,1613082074.810179,1,right,80,tap_prompted
F102,1613082074.9105122,1,right,80,tap_missed
F102,1613082075.56011,1,right,80,tap_prompted
F102,1613082075.606292,1,right,80,tap_registered
F102,1613082076.303713,1,right,80,tap_prompted
F102,1613082076.357429,1,right,80,tap_registered
F102,1613082077.059913,1,right,80,tap_prompted
F102,1613082077.160193,1,right,80,tap_missed
F102,1613082077.809529,1,right,80,tap_prompted
F102,1613082077.9097931,1,right,80,tap_missed
F102,1613082078.556413,1,right,80,tap_prompted
F102,1613082078.584325,1,right,80,tap_registered
F102,1613082079.3066518,1,right,80,tap_prompted
F102,1613082079.3413382,1,right,80,tap_registered
F102,1613082080.05658,1,right,80,tap_prompted
F102,1613082080.156793,1,right,80,tap_missed
F102,1613082080.8075562,1,right,80,tap_prompted
F102,1613082080.844322,1,right,80,tap_registered
F102,1613082081.55733,1,right,80,tap_prompted
F102,1613082081.657624,1,right,80,tap_missed
F102,1613082082.3077261,1,right,80,tap_prompted
F102,1613082082.407996,1,right,80,tap_missed
F102,1613082083.0579011,1,right,80,tap_prompted
F102,1613082083.095315,1,right,80,tap_registered
F102,1613082083.809518,1,right,80,tap_prompted
F102,1613082083.90975,1,right,80,tap_missed
F102,1613082083.926062,1,right,80,end
F102,1613082094.25025,2,right,80,start
F102,1613082094.909627,2,right,80,tap_prompted
F102,1613082095.010017,2,right,80,tap_missed
F102,1613082095.658943,2,right,80,tap_prompted
F102,1613082095.670333,2,right,80,tap_registered
F102,1613082096.408124,2,right,80,tap_prompted
F102,1613082096.443392,2,right,80,tap_registered
F102,1613082097.158916,2,right,80,tap_prompted
F102,1613082097.254399,2,right,80,tap_registered
F102,1613082097.908451,2,right,80,tap_prompted
F102,1613082098.008749,2,right,80,tap_missed
F102,1613082098.658368,2,right,80,tap_prompted
F102,1613082098.758688,2,right,80,tap_missed
F102,1613082099.407883,2,right,80,tap_prompted
F102,1613082099.4115689,2,right,80,tap_registered
F102,1613082100.170837,2,right,80,tap_prompted
F102,1613082100.278601,2,right,80,tap_missed
F102,1613082100.908343,2,right,80,tap_prompted
F102,1613082101.00855,2,right,80,tap_missed
F102,1613082101.658676,2,right,80,tap_prompted
F102,1613082101.758933,2,right,80,tap_missed
F102,1613082102.422334,2,right,80,tap_prompted
F102,1613082102.52255,2,right,80,tap_missed
F102,1613082103.15552,2,right,80,tap_prompted
F102,1613082103.1794088,2,right,80,tap_registered
F102,1613082103.9077609,2,right,80,tap_prompted
F102,1613082103.9465642,2,right,80,tap_registered
F102,1613082104.6582139,2,right,80,tap_prompted
F102,1613082104.704515,2,right,80,tap_registered
F102,1613082105.407649,2,right,80,tap_prompted
F102,1613082105.432645,2,right,80,tap_registered
F102,1613082106.158575,2,right,80,tap_prompted
F102,1613082106.2589178,2,right,80,tap_missed
F102,1613082106.9093602,2,right,80,tap_prompted
F102,1613082107.009614,2,right,80,tap_missed
F102,1613082107.658265,2,right,80,tap_prompted
F102,1613082107.758538,2,right,80,tap_missed
F102,1613082108.408156,2,right,80,tap_prompted
F102,1613082108.414389,2,right,80,tap_registered
F102,1613082109.158133,2,right,80,tap_prompted
F102,1613082109.258444,2,right,80,tap_missed
F102,1613082109.274226,2,right,80,end
F102,1613082119.5863209,3,right,80,start
F102,1613082120.25234,3,right,80,tap_prompted
F102,1613082120.3525891,3,right,80,tap_missed
F102,1613082121.002503,3,right,80,tap_prompted
F102,1613082121.0135539,3,right,80,tap_registered
F102,1613082121.752846,3,right,80,tap_prompted
F102,1613082121.762294,3,right,80,tap_registered
F102,1613082122.5028648,3,right,80,tap_prompted
F102,1613082122.603128,3,right,80,tap_missed
F102,1613082123.253558,3,right,80,tap_prompted
F102,1613082123.321712,3,right,80,tap_registered
F102,1613082124.006013,3,right,80,tap_prompted
F102,1613082124.106216,3,right,80,tap_missed
F102,1613082124.755258,3,right,80,tap_prompted
F102,1613082124.855538,3,right,80,tap_missed
F102,1613082125.505614,3,right,80,tap_prompted
F102,1613082125.60587,3,right,80,tap_missed
F102,1613082126.256159,3,right,80,tap_prompted
F102,1613082126.324511,3,right,80,tap_registered
F102,1613082127.006596,3,right,80,tap_prompted
F102,1613082127.075516,3,right,80,tap_registered
F102,1613082127.757154,3,right,80,tap_prompted
F102,1613082127.857435,3,right,80,tap_missed
F102,1613082128.492618,3,right,80,tap_prompted
F102,1613082128.5928378,3,right,80,tap_missed
F102,1613082129.242524,3,right,80,tap_prompted
F102,1613082129.246302,3,right,80,tap_registered
F102,1613082130.0068638,3,right,80,tap_prompted
F102,1613082130.1155589,3,right,80,tap_missed
F102,1613082130.7428071,3,right,80,tap_prompted
F102,1613082130.791529,3,right,80,tap_registered
F102,1613082131.493988,3,right,80,tap_prompted
F102,1613082131.507571,3,right,80,tap_registered
F102,1613082132.24317,3,right,80,tap_prompted
F102,1613082132.3435981,3,right,80,tap_missed
F102,1613082132.993939,3,right,80,tap_prompted
F102,1613082133.056693,3,right,80,tap_registered
F102,1613082133.746196,3,right,80,tap_prompted
F102,1613082133.846436,3,right,80,tap_missed
F102,1613082134.496083,3,right,80,tap_prompted
F102,1613082134.596354,3,right,80,tap_missed
F102,1613082134.606838,3,right,80,end
F102,1613082144.921025,4,right,80,start
F102,1613082145.588591,4,right,80,tap_prompted
F102,1613082145.688937,4,right,80,tap_missed
F102,1613082146.337878,4,right,80,tap_prompted
F102,1613082146.438155,4,right,80,tap_missed
F102,1613082147.0876591,4,right,80,tap_prompted
F102,1613082147.0903318,4,right,80,tap_registered
F102,1613082147.837874,4,right,80,tap_prompted
F102,1613082147.93813,4,right,80,tap_missed
F102,1613082148.588032,4,right,80,tap_prompted
F102,1613082148.688303,4,right,80,tap_missed
F102,1613082149.337966,4,right,80,tap_prompted
F102,1613082149.40176,4,right,80,tap_registered
F102,1613082150.087926,4,right,80,tap_prompted
F102,1613082150.18819,4,right,80,tap_missed
F102,1613082150.838561,4,right,80,tap_prompted
F102,1613082150.9387898,4,right,80,tap_missed
F102,1613082151.588604,4,right,80,tap_prompted
F102,1613082151.6066282,4,right,80,tap_registered
F102,1613082152.3385532,4,right,80,tap_prompted
F102,1613082152.438775,4,right,80,tap_missed
F102,1613082153.0877702,4,right,80,tap_prompted
F102,1613082153.18799,4,right,80,tap_missed
F102,1613082153.83861,4,right,80,tap_prompted
F102,1613082153.938899,4,right,80,tap_missed
F102,1613082154.58743,4,right,80,tap_prompted
F102,1613082154.687716,4,right,80,tap_missed
F102,1613082155.328107,4,right,80,tap_prompted
F102,1613082155.4285262,4,right,80,tap_missed
F102,1613082156.0777159,4,right,80,tap_prompted
F102,1613082156.177946,4,right,80,tap_missed
F102,1613082156.8276422,4,right,80,tap_prompted
F102,1613082156.927883,4,right,80,tap_missed
F102,1613082157.58742,4,right,80,tap_prompted
F102,1613082157.6876469,4,right,80,tap_missed
F102,1613082158.329205,4,right,80,tap_prompted
F102,1613082158.4294589,4,right,80,tap_missed
F102,1613082159.081333,4,right,80,tap_prompted
F102,1613082159.1815329,4,right,80,tap_missed
F102,1613082159.831439,4,right,80,tap_prompted
F102,1613082159.937048,4,right,80,tap_missed
F102,1613082159.947642,4,right,80,end
F102,1613082170.261035,5,right,80,start
F102,1613082170.921429,5,right,80,tap_prompted
F102,1613082171.0217211,5,right,80,tap_missed
F102,1613082171.6697931,5,right,80,tap_prompted
F102,1613082171.770017,5,right,80,tap_missed
F102,1613082172.419898,5,right,80,tap_prompted
F102,1613082172.449697,5,right,80,tap_registered
