id,timestamp,boot_time,time_since_boot_time,trigger,trigger_string
34576,1612923788.106955,1612916572.0,7216.106955289841,37,Experimenter_Screen_Displayed
34576,1612923792.242206,1612916572.0,7220.242206811905,38,Experimenter_Screen_Ended
34576,1612923792.2422922,1612916572.0,7220.242292165756,22,Slider_Question_Presented
34576,1612923793.1460874,1612916572.0,7221.146087884903,36,Slider_Question_Answered
34576,1612923793.146191,1612916572.0,7221.146191120148,22,Slider_Question_Presented
34576,1612923793.8346422,1612916572.0,7221.834642410278,36,Slider_Question_Answered
34576,1612923793.837394,1612916572.0,7221.837394237518,1,Instructions_Displayed
34576,1612923794.95991,1612916572.0,7222.959910154343,32,Page_Turn_Instructions
34576,1612923795.1538348,1612916572.0,7223.153834819794,32,Page_Turn_Instructions
34576,1612923795.328854,1612916572.0,7223.3288543224335,32,Page_Turn_Instructions
34576,1612923796.0337942,1612916572.0,7224.033794403076,32,Page_Turn_Instructions
34576,1612923797.7550488,1612916572.0,7225.755048751831,33,Scanner_Start_Received
34576,1612923805.9108431,1612916572.0,7233.910843610764,27,Affect_Induction_Start
