id,timestamp,boot_time,time_since_boot_time,trigger,trigger_string
iuyt,1612923353.3069074,1612916572.0,6781.306907653809,37,Experimenter_Screen_Displayed
iuyt,1612923355.7542858,1612916572.0,6783.7542860507965,38,Experimenter_Screen_Ended
iuyt,1612923355.7543764,1612916572.0,6783.754376411438,22,Slider_Question_Presented
iuyt,1612923356.500332,1612916572.0,6784.500332355499,36,Slider_Question_Answered
iuyt,1612923356.5004191,1612916572.0,6784.500419139862,22,Slider_Question_Presented
iuyt,1612923356.8234596,1612916572.0,6784.823459863663,36,Slider_Question_Answered
iuyt,1612923356.8265057,1612916572.0,6784.826505899429,1,Instructions_Displayed
iuyt,1612923357.4529958,1612916572.0,6785.452996492386,32,Page_Turn_Instructions
iuyt,1612923357.8890474,1612916572.0,6785.889047861099,32,Page_Turn_Instructions
iuyt,1612923358.0780408,1612916572.0,6786.07804107666,32,Page_Turn_Instructions
iuyt,1612923358.270018,1612916572.0,6786.270018577576,32,Page_Turn_Instructions
iuyt,1612923363.0330992,1612916572.0,6791.033099412918,33,Scanner_Start_Received
iuyt,1612923363.0331886,1612916572.0,6791.033188819885,22,Slider_Question_Presented
iuyt,1612923363.820357,1612916572.0,6791.820357084274,36,Slider_Question_Answered
iuyt,1612923378.0663514,1612916572.0,6806.066351652145,34,Reading_Section_Began
