id,timestamp,event_type,time_left,block_num
F108,1614124149.274909,affect,3.945555072999923,0
F108,1614124305.248641,reading-validity,-0.00848000400037563,0
F108,1614124313.7934248,mind_wandering,3.4818837579987303,0
F108,1614124335.8302348,mult-choice,-0.0004769669994857395,0
F108,1614124348.432356,mult-choice,9.429893970000194,0
F108,1614124358.078144,mult-choice,12.379811733999304,0
F108,1614124369.303902,affect,4.278429772999516,1
F108,1614124537.691689,affect,2.94161018900013,1
F108,1614124633.3243032,reading-variables,59.317765801999485,1
F108,1614124640.21866,mind_wandering,5.133202887000152,1
F108,1614124662.2537239,mult-choice,-0.000553361000129371,1
F108,1614124679.693551,mult-choice,4.583543943999757,1
F108,1614124689.9396448,mult-choice,11.77750985000057,1
