id,timestamp,boot_time,time_since_boot_time,trigger,trigger_string
tres,1612997721.2036202,1612812956.1806812,184765.02293896675,1,Instructions_Displayed
tres,1612997722.3406057,1612812956.1806812,184766.15992450714,32,Page_Turn_Instructions
tres,1612997722.7644713,1612812956.1806812,184766.58379006386,32,Page_Turn_Instructions
tres,1612997723.0836172,1612812956.1806812,184766.90293598175,32,Page_Turn_Instructions
tres,1612997723.3718524,1612812956.1806812,184767.19117116928,32,Page_Turn_Instructions
tres,1612997723.6441116,1612812956.1806812,184767.46343040466,32,Page_Turn_Instructions
tres,1612997723.6461163,1612812956.1806812,184767.46543502808,16,Stroop_Block_Start
tres,1612997723.697946,1612812956.1806812,184767.517264843,18,Stroop_Stim_Displayed_Congruent
