id,timestamp,boot_time,time_since_boot_time,trigger,trigger_string
4567,1612998106.6578178,1612812956.636873,185150.02094483376,1,Instructions_Displayed
4567,1612998107.115593,1612812956.636873,185150.47871994972,32,Page_Turn_Instructions
4567,1612998107.3469734,1612812956.636873,185150.71010041237,32,Page_Turn_Instructions
4567,1612998107.5464392,1612812956.636873,185150.90956616402,32,Page_Turn_Instructions
4567,1612998107.7469027,1612812956.636873,185151.11002969742,32,Page_Turn_Instructions
4567,1612998107.9314091,1612812956.636873,185151.29453611374,32,Page_Turn_Instructions
4567,1612998107.933404,1612812956.636873,185151.296530962,16,Stroop_Block_Start
4567,1612998107.9862638,1612812956.636873,185151.34939074516,18,Stroop_Stim_Displayed_Congruent
4567,1612998109.0903082,1612812956.636873,185152.45343518257,20,Stroop_Stim_Response_Correct
4567,1612998111.105915,1612812956.636873,185154.46904206276,19,Stroop_Stim_Displayed_Incongruent
4567,1612998113.6740432,1612812956.636873,185157.03717017174,20,Stroop_Stim_Response_Correct
4567,1612998115.6896837,1612812956.636873,185159.05281066895,19,Stroop_Stim_Displayed_Incongruent
4567,1612998117.0909007,1612812956.636873,185160.45402765274,20,Stroop_Stim_Response_Correct
4567,1612998119.106507,1612812956.636873,185162.4696340561,18,Stroop_Stim_Displayed_Congruent
4567,1612998120.990495,1612812956.636873,185164.3536219597,20,Stroop_Stim_Response_Correct
