id,timestamp,event_type,time_left,block_num
F109,1614278115.9123042,affect,3.6909051809998346,0
F109,1614278271.625775,reading-causalclaims,-0.005423083999630762,0
F109,1614278283.658388,mind_wandering,-0.008206665000216162,0
F109,1614278283.7177238,mult-choice,21.980531862000134,0
F109,1614278300.7168908,mult-choice,5.026528906000749,0
F109,1614278304.36065,mult-choice,18.379398529000355,0
F109,1614278309.90154,affect,6.471751889999723,1
F109,1614278480.4473758,affect,2.9795009090003077,1
F109,1614278621.7663412,reading-hypotheses,13.66914563500086,1
F109,1614278629.935838,mind_wandering,3.8474599099999978,1
F109,1614278636.47789,mult-choice,15.4900260229997,1
F109,1614278645.0888672,mult-choice,13.416259423000156,1
F109,1614278652.8272388,mult-choice,14.285102904999803,1
