id,timestamp,event_type,time_left,block_num
F104,1613500565.030207,affect,3.1507058780007355,0
F104,1613500684.788256,reading-causalclaims,35.4030601329996,0
F104,1613500693.086644,mind_wandering,3.721452005998799,0
F104,1613500705.765671,mult-choice,9.361367330999201,0
F104,1613500718.018626,mult-choice,9.770080921000044,0
F104,1613500735.822518,mult-choice,4.220187123999494,0
F104,1613500782.16101,affect,4.812705351998375,1
F104,1613500950.711505,affect,3.3212646290012344,1
F104,1613501058.6505961,reading-hypotheses,47.39322243700008,1
F104,1613501067.645906,mind_wandering,3.0284222809987114,1
F104,1613501085.328025,mult-choice,4.349529904000519,1
F104,1613501103.177221,mult-choice,4.177226817999326,1
F104,1613501109.113986,mult-choice,16.08574824799871,1
