subject_id,timestamp,block_num,trial_num,display_text,display_color,trial_type,response_accuracy,response_time
F109,1614277669.8112519,0,0,yellow,yellow,congruent,correct,930.0979290001123
F109,1614277672.5129988,0,1,blue,blue,congruent,correct,685.5998729997737
F109,1614277675.194122,0,2,red,blue,incongruent,correct,667.5904630001241
F109,1614277677.9610062,0,3,blue,blue,congruent,correct,751.0444629997437
F109,1614277680.594094,0,4,red,blue,incongruent,correct,617.1979179998743
F109,1614277683.260281,0,5,yellow,red,incongruent,correct,650.2667930008101
F109,1614277685.943368,0,6,blue,red,incongruent,correct,667.2686439997051
F109,1614277688.7102919,0,7,red,blue,incongruent,correct,750.9762429999682
F109,1614277691.442967,0,8,red,blue,incongruent,correct,716.8367969998144
F109,1614277694.174149,0,9,red,yellow,incongruent,correct,714.8083520005457
F109,1614277696.910485,0,10,yellow,red,incongruent,correct,718.4650650006006
F109,1614277714.791342,1,0,red,red,congruent,incorrect,796.0128029999396
F109,1614277717.708423,1,1,blue,blue,congruent,correct,901.1108380000223
F109,1614277720.6914508,1,2,red,red,congruent,correct,967.2763369999302
F109,1614277723.4235141,1,3,red,red,congruent,correct,716.2182439997196
F109,1614277726.2057889,1,4,yellow,yellow,congruent,correct,766.8462259998705
F109,1614277728.991284,1,5,red,red,congruent,correct,767.7571430003809
F109,1614277731.6904051,1,6,red,red,congruent,correct,684.1364080000858
F109,1614277734.556819,1,7,yellow,yellow,congruent,correct,850.1817619999201
F109,1614277737.2732759,1,8,yellow,yellow,congruent,correct,700.2807210001265
F109,1614277740.0895512,1,9,yellow,yellow,congruent,correct,800.0854440006151
F109,1614277742.7558541,1,10,yellow,yellow,congruent,correct,649.9548869996943
F109,1614277760.588373,2,0,yellow,red,incongruent,correct,750.7620870001119
F109,1614277763.338597,2,1,blue,yellow,incongruent,correct,734.348424000018
F109,1614277766.054996,2,2,blue,blue,congruent,correct,700.5987760003336
F109,1614277768.974358,2,3,yellow,red,incongruent,correct,901.3137970005118
F109,1614277771.7542038,2,4,yellow,blue,incongruent,correct,767.2068620004211
F109,1614277774.639457,2,5,red,blue,incongruent,correct,869.4397649996972
F109,1614277777.4880042,2,6,yellow,yellow,congruent,correct,834.9148719998993
F109,1614277780.353772,2,7,blue,yellow,incongruent,correct,850.7250060001752
F109,1614277783.453557,2,8,red,blue,incongruent,correct,1083.9945999996417
F109,1614277786.7036889,2,9,yellow,red,incongruent,correct,1234.3841840001915
F109,1614277789.437002,2,10,blue,blue,congruent,correct,718.6075380004695
F109,1614277807.401097,3,0,blue,blue,congruent,correct,882.265352000104
F109,1614277810.301872,3,1,blue,blue,congruent,correct,885.7850260001214
F109,1614277813.0686562,3,2,yellow,yellow,congruent,correct,751.2039559996992
F109,1614277815.7183099,3,3,blue,blue,congruent,correct,633.9363510005569
F109,1614277818.418442,3,4,blue,red,incongruent,correct,684.2625210001643
F109,1614277821.4510589,3,5,red,yellow,incongruent,correct,1017.5691229997028
F109,1614277824.3184252,3,6,blue,red,incongruent,correct,851.3417180001852
F109,1614277827.301035,3,7,yellow,red,incongruent,correct,967.7470969991191
F109,1614277830.200757,3,8,blue,red,incongruent,correct,883.7464440002805
F109,1614277832.9006798,3,9,blue,blue,congruent,correct,684.8010690000592
F109,1614277835.6838222,3,10,blue,red,incongruent,correct,767.524475000755
F109,1614277853.615547,4,0,red,red,congruent,correct,861.5394749995176
F109,1614277856.415215,4,1,blue,blue,congruent,correct,784.0156120000756
F109,1614277859.089756,4,2,yellow,yellow,congruent,correct,651.0462689993801
F109,1614277861.865313,4,3,red,red,congruent,correct,767.779158999474
F109,1614277864.714292,4,4,blue,blue,congruent,correct,833.386361000521
F109,1614277867.481921,4,5,blue,blue,congruent,correct,751.1415059998399
F109,1614277870.230766,4,6,red,red,congruent,correct,733.6013950007327
F109,1614277872.9644842,4,7,red,red,congruent,correct,717.8632129998732
F109,1614277875.763602,4,8,yellow,yellow,congruent,correct,784.5145960000082
F109,1614277878.3307729,4,9,yellow,yellow,congruent,correct,551.4689809997435
F109,1614277880.864013,4,10,yellow,yellow,congruent,correct,517.3998350001057
F109,1614277898.645777,5,0,yellow,yellow,congruent,correct,705.6761260000712
F109,1614277901.1955252,5,1,yellow,yellow,congruent,correct,533.350536999933
F109,1614277903.7795131,5,2,blue,blue,congruent,correct,567.7542390003509
F109,1614277906.3117309,5,3,blue,blue,congruent,correct,517.3230450000119
F109,1614277908.861942,5,4,red,red,congruent,correct,534.5673989995703
F109,1614277911.5447838,5,5,blue,blue,congruent,correct,666.9351130003633
F109,1614277914.194387,5,6,blue,blue,congruent,correct,633.4419759996308
F109,1614277916.9281468,5,7,red,red,congruent,correct,718.4752680004749
F109,1614277919.518789,5,8,red,red,congruent,correct,567.2682750000604
F109,1614277922.2272608,5,9,yellow,yellow,congruent,correct,699.7648999995363
F109,1614277924.9276328,5,10,blue,blue,congruent,correct,684.14937200032
F109,1614277927.544207,5,11,blue,blue,congruent,correct,601.256523000302
