id,timestamp,boot_time,time_since_boot_time,trigger,trigger_string
f110-2,1614290705.5435252,1614273408.0,17297.54352593422,37,Experimenter_Screen_Displayed
f110-2,1614290707.8148632,1614273408.0,17299.81486392021,38,Experimenter_Screen_Ended
f110-2,1614290707.815171,1614273408.0,17299.81517100334,22,Slider_Question_Presented
f110-2,1614290713.695458,1614273408.0,17305.695459127426,36,Slider_Question_Answered
f110-2,1614290713.695682,1614273408.0,17305.695682048798,22,Slider_Question_Presented
f110-2,1614290723.327411,1614273408.0,17315.32741189003,36,Slider_Question_Answered
f110-2,1614290723.331788,1614273408.0,17315.331789016724,1,Instructions_Displayed
f110-2,1614290723.5192041,1614273408.0,17315.51920413971,32,Page_Turn_Instructions
f110-2,1614290725.894038,1614273408.0,17317.89403796196,32,Page_Turn_Instructions
f110-2,1614290730.7500858,1614273408.0,17322.75008583069,32,Page_Turn_Instructions
f110-2,1614290735.99016,1614273408.0,17327.990159988403,32,Page_Turn_Instructions
f110-2,1614290757.326349,1614273408.0,17349.326349020004,33,Scanner_Start_Received
f110-2,1614290757.326581,1614273408.0,17349.326581954956,22,Slider_Question_Presented
f110-2,1614290762.021157,1614273408.0,17354.021157979965,36,Slider_Question_Answered
f110-2,1614290772.36581,1614273408.0,17364.36580991745,34,Reading_Section_Began
f110-2,1614290779.580392,1614273408.0,17371.580393075943,26,Page_Turn
f110-2,1614290797.964227,1614273408.0,17389.964226961136,26,Page_Turn
f110-2,1614290814.98638,1614273408.0,17406.98638010025,26,Page_Turn
f110-2,1614290823.140467,1614273408.0,17415.140467882156,26,Page_Turn
f110-2,1614290830.978053,1614273408.0,17422.978053092957,26,Page_Turn
f110-2,1614290835.2594008,1614273408.0,17427.259400844574,26,Page_Turn
f110-2,1614290839.506388,1614273408.0,17431.50638794899,26,Page_Turn
f110-2,1614290844.2565691,1614273408.0,17436.25656914711,26,Page_Turn
f110-2,1614290848.347402,1614273408.0,17440.34740304947,26,Page_Turn
f110-2,1614290858.5083299,1614273408.0,17450.508329868317,26,Page_Turn
f110-2,1614290875.512426,1614273408.0,17467.512425899506,26,Page_Turn
f110-2,1614290884.00263,1614273408.0,17476.00263094902,26,Page_Turn
f110-2,1614290892.024256,1614273408.0,17484.024256944656,26,Page_Turn
f110-2,1614290895.931335,1614273408.0,17487.931335926056,26,Page_Turn
f110-2,1614290908.0486841,1614273408.0,17500.04868412018,26,Page_Turn
f110-2,1614290911.826595,1614273408.0,17503.826596021652,26,Page_Turn
f110-2,1614290916.550694,1614273408.0,17508.5506939888,26,Page_Turn
f110-2,1614290919.281517,1614273408.0,17511.28151702881,26,Page_Turn
f110-2,1614290919.4455411,1614273408.0,17511.445541143417,26,Page_Turn
f110-2,1614290919.445997,1614273408.0,17511.44599699974,35,Reading_Section_Ended
f110-2,1614290921.4548538,1614273408.0,17513.454853773117,22,Slider_Question_Presented
f110-2,1614290928.2502441,1614273408.0,17520.250244140625,36,Slider_Question_Answered
f110-2,1614290928.2944489,1614273408.0,17520.294449806213,29,Mult_Choice_Question_Presented
f110-2,1614290950.2953331,1614273408.0,17542.29533314705,36,Slider_Question_Answered
f110-2,1614290950.3199072,1614273408.0,17542.319907188416,29,Mult_Choice_Question_Presented
f110-2,1614290963.60148,1614273408.0,17555.601480960846,36,Slider_Question_Answered
f110-2,1614290963.6276941,1614273408.0,17555.627694129944,29,Mult_Choice_Question_Presented
f110-2,1614290980.4035158,1614273408.0,17572.403517007828,36,Slider_Question_Answered
f110-2,1614290985.541827,1614273408.0,17577.541828155518,22,Slider_Question_Presented
f110-2,1614290990.616523,1614273408.0,17582.616523981094,36,Slider_Question_Answered
f110-2,1614291000.573178,1614273408.0,17592.573178768158,27,Affect_Induction_Start
f110-2,1614291150.579072,1614273408.0,17742.579071998596,28,Affect_Induction_End
f110-2,1614291152.596628,1614273408.0,17744.596628904343,22,Slider_Question_Presented
f110-2,1614291157.716154,1614273408.0,17749.71615409851,36,Slider_Question_Answered
f110-2,1614291167.627112,1614273408.0,17759.627111911774,34,Reading_Section_Began
f110-2,1614291176.005418,1614273408.0,17768.00541806221,26,Page_Turn
f110-2,1614291180.761718,1614273408.0,17772.76171898842,26,Page_Turn
f110-2,1614291185.084568,1614273408.0,17777.084568977356,26,Page_Turn
f110-2,1614291193.0037382,1614273408.0,17785.003738880157,26,Page_Turn
f110-2,1614291196.081364,1614273408.0,17788.081363916397,26,Page_Turn
f110-2,1614291207.587729,1614273408.0,17799.587728977203,26,Page_Turn
f110-2,1614291213.6614249,1614273408.0,17805.66142487526,26,Page_Turn
f110-2,1614291220.6837602,1614273408.0,17812.683760881424,26,Page_Turn
f110-2,1614291223.817483,1614273408.0,17815.817482948303,26,Page_Turn
f110-2,1614291233.81784,1614273408.0,17825.817840099335,26,Page_Turn
f110-2,1614291241.063008,1614273408.0,17833.063008069992,26,Page_Turn
f110-2,1614291245.28803,1614273408.0,17837.288029909134,26,Page_Turn
f110-2,1614291248.5029829,1614273408.0,17840.502982854843,26,Page_Turn
f110-2,1614291254.1739562,1614273408.0,17846.173956155777,26,Page_Turn
f110-2,1614291259.621984,1614273408.0,17851.62198495865,26,Page_Turn
f110-2,1614291264.5090802,1614273408.0,17856.50908112526,26,Page_Turn
f110-2,1614291271.081131,1614273408.0,17863.08113193512,26,Page_Turn
f110-2,1614291271.089718,1614273408.0,17863.08971810341,35,Reading_Section_Ended
f110-2,1614291273.105222,1614273408.0,17865.105222940445,22,Slider_Question_Presented
f110-2,1614291276.1538801,1614273408.0,17868.153880119324,36,Slider_Question_Answered
