id,timestamp,event_type,time_left,block_num
F103,1613430317.6699462,affect,-0.0006744970014551654,0
F103,1613430469.68733,reading-validity,-0.005272180002066307,0
F103,1613430481.2124531,mind_wandering,0.49295722900205874,0
F103,1613430497.2205682,mult-choice,6.029486187002476,0
F103,1613430519.248096,mult-choice,-0.0003947529985453002,0
F103,1613430541.280697,mult-choice,-0.0004744519974337891,0
F103,1613430549.083622,affect,4.717432446999737,1
F103,1613430720.032604,affect,0.8237782110008993,1
F103,1613430846.127348,reading-variables,26.741094918997987,1
F103,1613430852.926856,mind_wandering,5.229686822000076,1
F103,1613430874.9619572,mult-choice,-0.0005787879999843426,1
F103,1613430885.754835,mult-choice,11.230633467999724,1
F103,1613430901.298006,mult-choice,6.480868006001401,1
