subject_id,timestamp,block_num,trial_num,display_text,display_color,trial_type,response_accuracy,response_time
102,1613088064.6990836,0,0,red,red,congruent,correct,589.5202999963658
102,1613088067.5325077,0,1,blue,blue,congruent,correct,814.2940999969142
102,1613088070.0828295,0,2,red,red,congruent,correct,533.8581000105478
102,1613088072.5825288,0,3,blue,blue,congruent,correct,483.3100999967428
102,1613088075.1328886,0,4,red,red,congruent,correct,534.3009000062011
102,1613088077.700025,0,5,blue,blue,congruent,correct,550.5580000026384
102,1613088080.167577,0,6,red,red,congruent,correct,447.67110000248067
102,1613088082.835733,0,7,blue,blue,congruent,correct,652.3466000071494
102,1613088085.3502781,0,8,blue,blue,congruent,correct,499.9812000023667
102,1613088087.9843438,0,9,yellow,yellow,congruent,correct,615.1029000029666
102,1613088090.4341857,0,10,red,red,congruent,correct,433.544699990307
102,1613088092.9338217,0,11,blue,blue,congruent,correct,483.3599999983562
102,1613088110.751843,1,0,yellow,yellow,congruent,correct,736.8824000004679
102,1613088113.5354002,1,1,yellow,red,incongruent,correct,767.059399993741
102,1613088116.1543972,1,2,blue,red,incongruent,correct,602.5405999971554
102,1613088118.9020507,1,3,yellow,yellow,congruent,correct,730.4249000007985
102,1613088121.60283,1,4,red,blue,incongruent,correct,684.0769000118598
102,1613088124.4392452,1,5,red,yellow,incongruent,correct,820.6614999944577
102,1613088127.1360345,1,6,blue,yellow,incongruent,correct,683.4338000044227
102,1613088129.8527699,1,7,yellow,blue,incongruent,correct,700.7707000011578
102,1613088132.4193861,1,8,yellow,blue,incongruent,correct,549.980299998424
102,1613088134.9357998,1,9,yellow,blue,incongruent,correct,499.52280000434257
102,1613088137.5889657,1,10,blue,yellow,incongruent,correct,635.2858999889577
102,1613088140.019634,1,11,blue,yellow,incongruent,Block Timeout,-1
102,1613088157.6563735,2,0,yellow,red,incongruent,correct,560.0298999925144
102,1613088160.2235925,2,1,yellow,yellow,congruent,incorrect,552.6667000085581
102,1613088162.8717048,2,2,blue,blue,congruent,correct,633.2279999915045
102,1613088165.604397,2,3,yellow,blue,incongruent,correct,713.7456000054954
102,1613088168.2413468,2,4,red,red,congruent,correct,620.4006000043591
102,1613088170.7886057,2,5,red,yellow,incongruent,correct,534.0468999929726
102,1613088173.488387,2,6,yellow,yellow,congruent,correct,683.6442000058014
102,1613088176.0216136,2,7,yellow,blue,incongruent,correct,517.4696999893058
102,1613088178.7883482,2,8,blue,yellow,incongruent,correct,750.7209000032162
102,1613088181.422306,2,9,red,yellow,incongruent,correct,617.6579000020865
102,1613088184.0393083,2,10,red,red,congruent,correct,598.6912000080338
102,1613088186.7753637,2,11,blue,blue,congruent,correct,717.1954000077676
102,1613088204.460101,3,0,yellow,yellow,congruent,correct,609.8669000057271
102,1613088206.8927407,3,1,yellow,yellow,congruent,correct,417.6856999984011
102,1613088209.5077484,3,2,red,red,congruent,correct,600.540400002501
102,1613088212.1428936,3,3,yellow,yellow,congruent,correct,618.5938999988139
102,1613088214.74095,3,4,blue,blue,congruent,correct,584.0659000095911
102,1613088217.174443,3,5,blue,blue,congruent,correct,417.4720000009984
102,1613088219.741579,3,6,yellow,yellow,congruent,correct,550.8361999964109
102,1613088222.3102958,3,7,red,red,congruent,correct,552.2238999983529
102,1613088224.9103422,3,8,yellow,yellow,congruent,correct,585.6624000007287
102,1613088227.4934354,3,9,red,red,congruent,correct,569.1699000017252
102,1613088230.1584578,3,10,red,red,congruent,correct,647.5358000025153
102,1613088232.7756374,3,11,blue,blue,congruent,correct,598.2175999961328
102,1613088251.1595054,4,0,yellow,blue,incongruent,correct,1302.0006000006106
102,1613088253.8933694,4,1,yellow,red,incongruent,correct,717.2958000010112
102,1613088256.5098884,4,2,blue,red,incongruent,correct,600.395400004345
102,1613088259.193713,4,3,yellow,red,incongruent,correct,664.2681999946944
102,1613088261.879672,4,4,red,red,congruent,correct,669.1415999957826
102,1613088264.4128985,4,5,blue,red,incongruent,correct,515.4910000128439
102,1613088267.14659,4,6,yellow,blue,incongruent,correct,719.1293000068981
102,1613088269.8603327,4,7,red,yellow,incongruent,correct,700.7594000024255
102,1613088272.51155,4,8,blue,red,incongruent,correct,634.0969000011683
102,1613088275.1115978,4,9,red,yellow,incongruent,correct,584.3105999956606
102,1613088277.661958,4,10,blue,blue,congruent,correct,534.012400006759
102,1613088279.8612173,4,11,red,yellow,incongruent,Block Timeout,-1
102,1613088297.5792038,5,0,blue,blue,congruent,correct,636.1019000032684
102,1613088300.2460735,5,1,yellow,yellow,congruent,correct,648.3701999968616
102,1613088302.8291662,5,2,yellow,yellow,congruent,correct,566.7084000015166
102,1613088305.429214,5,3,red,red,congruent,correct,583.9849000039976
102,1613088307.8467498,5,4,red,red,congruent,correct,401.28700000059325
102,1613088310.3989253,5,5,yellow,yellow,congruent,correct,536.2097999895923
102,1613088313.012942,5,6,red,red,congruent,correct,600.0702999881469
102,1613088315.5303805,5,7,red,red,congruent,correct,500.5866999999853
102,1613088318.1963956,5,8,yellow,yellow,congruent,correct,648.0020000017248
102,1613088320.7137008,5,9,blue,blue,congruent,correct,501.0376999998698
102,1613088323.280802,5,10,blue,blue,congruent,correct,548.5118999931728
102,1613088325.781117,5,11,blue,blue,congruent,correct,480.4262999969069
