subject_id,timestamp,block_num,trial_num,display_text,display_color,trial_type,response_accuracy,response_time
101,1613073682.1908498,0,0,red,red,congruent,TIMEOUT,5000
101,1613073689.2074013,0,1,yellow,yellow,congruent,TIMEOUT,5000
101,1613073696.2249157,0,2,blue,blue,congruent,TIMEOUT,5000
101,1613073703.2418113,0,3,yellow,yellow,congruent,TIMEOUT,5000
101,1613073707.192257,0,4,yellow,yellow,congruent,Block Timeout,-1
101,1613073729.276616,1,0,blue,blue,congruent,TIMEOUT,5000
101,1613073736.2938578,1,1,red,red,congruent,TIMEOUT,5000
101,1613073743.3295102,1,2,red,red,congruent,TIMEOUT,5000
101,1613073750.3441458,1,3,blue,blue,congruent,TIMEOUT,5000
101,1613073754.2778022,1,4,yellow,yellow,congruent,Block Timeout,-1
101,1613073776.3628836,2,0,red,yellow,incongruent,TIMEOUT,5000
101,1613073783.3800592,2,1,yellow,red,incongruent,TIMEOUT,5000
101,1613073790.4132257,2,2,red,blue,incongruent,TIMEOUT,5000
101,1613073797.4303231,2,3,blue,blue,congruent,TIMEOUT,5000
101,1613073801.3640223,2,4,yellow,red,incongruent,Block Timeout,-1
101,1613073823.4489455,3,0,yellow,blue,incongruent,TIMEOUT,5000
101,1613073830.4687324,3,1,red,red,congruent,TIMEOUT,5000
101,1613073837.484556,3,2,blue,yellow,incongruent,TIMEOUT,5000
101,1613073844.5003061,3,3,blue,blue,congruent,TIMEOUT,5000
101,1613073848.4497461,3,4,yellow,blue,incongruent,Block Timeout,-1
101,1613073870.534345,4,0,blue,red,incongruent,TIMEOUT,5000
101,1613073877.5705318,4,1,red,yellow,incongruent,TIMEOUT,5000
101,1613073884.586074,4,2,blue,blue,congruent,TIMEOUT,5000
101,1613073891.6028512,4,3,red,red,congruent,TIMEOUT,5000
101,1613073895.5364509,4,4,blue,yellow,incongruent,Block Timeout,-1
101,1613073917.6208065,5,0,red,red,congruent,TIMEOUT,5000
101,1613073924.6382482,5,1,blue,blue,congruent,TIMEOUT,5000
101,1613073931.6734962,5,2,blue,blue,congruent,TIMEOUT,5000
101,1613073938.6888633,5,3,yellow,yellow,congruent,TIMEOUT,5000
101,1613073942.6244423,5,4,yellow,yellow,congruent,Block Timeout,-1
