id,timestamp,event_type,time_left,block_num
F102-2,1613082734.161315,affect,3.8603844050012412,0
F102-2,1613082890.032566,reading-validity,-0.005394987998442957,0
F102-2,1613082900.5955992,mind_wandering,1.4571245570004976,0
F102-2,1613082922.637287,mult-choice,-0.0029274740008986555,0
F102-2,1613082944.680833,mult-choice,-0.008496542999637313,0
F102-2,1613082959.5647428,mult-choice,7.139511589000904,0
F102-2,1613082969.973856,affect,3.076741190001485,1
F102-2,1613083135.770581,affect,4.3320618079997075,1
F102-2,1613083263.64848,reading-variables,28.47000546199706,1
F102-2,1613083269.2370849,mind_wandering,6.437318680000317,1
F102-2,1613083289.148046,mult-choice,2.126986791998206,1
F102-2,1613083308.81319,mult-choice,2.3655825330024527,1
F102-2,1613083323.418221,mult-choice,7.419478448999143,1
