id,timestamp,boot_time,time_since_boot_time,trigger,trigger_string
trsting_rs,1613426492.4780588,1613004444.44415,422048.033908844,37,Experimenter_Screen_Displayed
trsting_rs,1613426494.467808,1613004444.44415,422050.0236580372,38,Experimenter_Screen_Ended
trsting_rs,1613426494.4727948,1613004444.44415,422050.0286448002,1,Instructions_Displayed
trsting_rs,1613426497.2825196,1613004444.44415,422052.8383696079,32,Page_Turn_Instructions
trsting_rs,1613426497.6036327,1613004444.44415,422053.1594827175,32,Page_Turn_Instructions
trsting_rs,1613426497.84399,1613004444.44415,422053.3998401165,32,Page_Turn_Instructions
trsting_rs,1613426498.0833514,1613004444.44415,422053.63920140266,32,Page_Turn_Instructions
